"Type of Project Owner","Administration","Type of External Services","Region","Divisional","Budgetary year","Project description","Type of service","Provisionary amount of contract","Project owner","Method of tendering","Launching date","Date of attribution of contract","Date of signing of contract","Date of start-off of work","Date of receipt of services"
"4","0","0","6","30","2016","EQUIPEMENT MATERIEL MEDICAL CENTRE DE SANTE DE DJALLOU LOT2","AG","8 000 000","DD MINMAP BENOUE / COMMUNE DE","DC","08/02/2016","11/03/2016","30/03/2016","18/04/2016","17/06/2016"
"4","0","0","6","30","2016","EQUIPEMENT MATERIEL MEDICAL","AG","8 000 000","DD MINMAP BENOUE / COMMUNE DE DEMBO","AONO","05/02/2016","30/03/2016","19/04/2016","09/05/2016","08/07/2016"
"4","0","0","6","30","2016","COMMUNE DE DEMBO:ENTRETIENT ROUTIER","ROUTE","27 778 000","DD MINMAP BENOUE / COMMUNE DE DEMBO","AONO","03/02/2016","28/03/2016","15/04/2016","04/05/2016","04/07/2016"
"4","0","0","6","30","2016","EP DEMBO:CONSTRUCTION LOGEMENT D'ASTREINTE POUR ENSEIGNANT","BEC","14 500 000","DD MINMAP BENOUE / COMMUNE DE DEMBO","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","30","2016","EP SEBORE:CONSTRUCTION D'UN (01) BLOC DE DEUX (02) SALLES DE CLASSE.COMMUNE DE DEMBO","BEC","19 000 000","DD MINMAP BENOUE / COMMUNE DE DEMBO","AONO","22/01/2016","29/02/2016","14/03/2016","31/03/2016","30/06/2016"
"4","0","0","6","30","2016","Construction d'un Bloc de deux Salles de Classes et Latrines à l'école publique de Yaberia","BEC","20 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"4","0","0","6","30","2016","Construction d'un Bloc de deux Salles de Classe et latrines à l'école Publique de Windé Boeli","BEC","20 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","6","30","2016","Construction d'un Bloc de deux Salles de Classe et latrines à l'école Publique de Boula-ibbi","BEC","20 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","6","30","2016","Construction d'une Salle d'hospitalisation à Houla","BEC","10 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","6","30","2016","Construction d'un Pont sur la riviére TIELI","ROUTE","20 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","6","30","2016","Construction d'uin Dalot quadruple à Derentching","ROUTE","20 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","6","30","2016","Construction tribune Officielle","BEC","20 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","6","30","2016","Entretien Routier Derentching Mandjaola 7KM","ROUTE","28 300 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","23/09/2016"
"4","0","0","6","30","2016","Entretien Routier","ROUTE","27 778 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","6","30","2016","Construction d'un Bloc Maternel à l'école Publique de Padarmé","BEC","25 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","21/06/2016"
"4","0","0","6","30","2016","Construction d'un Bloc de deux Salles de Classes à l'école Publique d'Adoumri B","BEC","19 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","21/06/2016"
"4","0","0","6","30","2016","Construction d'un Bloc de deux Salles de Classe à lécole Publique de Mandjaola B","BEC","19 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","21/06/2016"
"4","0","0","6","30","2016","Construction d'un Bloc de deux Salles de Classes à lécole Publique de Bouctio","BEC","19 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","21/06/2016"
"4","0","0","6","30","2016","Construction d'un Bloc de deux Salles de Classe à l'école Publique de Djaloumi B","BEC","19 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","21/06/2016"
"4","0","0","6","30","2016","Construction des Logements d'astreinte pour enseignant","BEC","14 500 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","21/06/2016"
"4","0","0","6","30","2016","Cnstruction d'un Forage équipé de PMH","AI","8 000 000","DR MINMAP / COMMUNE DE BIBEMI","AONR","15/01/2016","18/03/2016","06/04/2016","18/04/2016","18/05/2016"
"4","0","0","6","30","2016","Construction d'un Centre de Collecte de lait à Bibemi","BEC","30 000 000","DD MINMAP BENOUE / COMMUNE DE BIBEMI","AONO","15/01/2016","22/02/2016","07/03/2016","17/03/2016","17/06/2016"
"4","0","0","6","30","2016","Construction d'un (01) bloc de deux (02) salles de classe à l'école publique de Taraba.","BEC","14 500 000","DD MINMAP BENOUE / COMMUNE DE BASCHEO","AONO","02/05/2016","09/06/2016","24/06/2016","04/07/2016","04/10/2016"
"4","0","0","6","30","2016","Construction d'un (01) bloc de deux (02) salles de classe à l'école publique de Ouro Djaouro Moussa","BEC","14 500 000","DD MINMAP BENOUE / COMMUNE DE BASCHEO","AONO","12/02/2016","21/03/2016","04/04/2016","14/04/2016","14/07/2016"
"4","0","0","6","30","2016","Entretien routier de la Commune de Baschéo","ROUTE","27 778 000","DD MINMAP BENOUE / COMMUNE DE BASCHEO","AONO","08/02/2016","17/03/2016","01/04/2016","11/04/2016","10/06/2016"
"4","0","0","6","30","2016","Electrification Rurale Gaschiga-Baschéo (Phase III)","AI","30 000 000","DD MINMAP BENOUE / COMMUNE DE BASCHEO","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/07/2016"
"4","0","0","6","30","2016","Réhabilitation de la piste agricole de Mayo Tiel- Wouro Djaouro Moussa","ROUTE","15 000 000","DD MINMAP BENOUE / COMMUNE DE BASCHEO","AONO","08/02/2016","17/03/2016","01/04/2016","11/04/2016","10/06/2016"
"4","0","0","6","30","2016","Construction d'un (01) forage équipé de PMH à Wouro-Hamayel","AI","8 000 000","DR MINMAP  / COMMUNE DE BASCHEO","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","27/05/2016"
"4","0","0","6","30","2016","Construction d'un (01) bloc de deux (02) salles de classe à l'école publique de Ouro-Nene.","BEC","19 000 000","DD MINMAP BENOUE / COMMUNE DE BASCHEO","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","30","2016","Construction d'un (01) bloc de deux (02) salles de classe à l'école publique de Foulbéré.","BEC","19 000 000","DD MINMAP BENOUE / COMMUNE DE BASCHEO","AONO","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","6","30","2016","Construction d'un (01) bloc de deux (02) salles de classe à l'école publique de Ngoutchoumi.","BEC","19 000 000","DD MINMAP BENOUE / COMMUNE DE BASCHEO","AONO","05/02/2016","14/03/2016","28/03/2016","07/04/2016","07/07/2016"
"4","0","0","6","30","2016","CSI DE HOURO YERIMA: CONSTRUCTION","BEC","50 000 000","DD MINMAP BENOUE / COMMUNE DE BARNDAKE","AONO","15/02/2016","08/04/2016","27/04/2016","16/05/2016","16/08/2016"
"4","0","0","6","30","2016","COMMUNE DE MAYO HOURNA: ENTRETIEN ROUTIER","ROUTE","27 778 000","DD MINMAP BENOUE / COMMUNE DE BARNDAKE","DC","10/02/2016","14/03/2016","01/04/2016","20/04/2016","20/06/2016"
"4","0","0","6","30","2016","CONSTRUCTION DU HALLE DE VENTE DE POISSON DE MAYO HOURNA","BEC","30 000 000","DD MINMAP BENOUE / COMMUNE DE BARNDAKE","AONO","10/02/2016","04/04/2016","22/04/2016","11/05/2016","11/08/2016"
"4","0","0","6","30","2016","CONSTRUCTION DU CZV DE NAKONG","BEC","30 000 000","DD MINMAP BENOUE / COMMUNE DE BARNDAKE","AONO","05/02/2016","30/03/2016","19/04/2016","09/05/2016","09/08/2016"
"4","0","0","6","30","2016","EP BARNDAKECONSTRUCTION DES LOGEMENTS D'ASTREINTES POUR ENSEIGNANTS","BEC","14 500 000","DD MINMAP BENOUE / COMMUNE DE BARNDAKE","AONO","05/02/2016","30/03/2016","19/04/2016","09/05/2016","09/08/2016"
"4","0","0","6","30","2016","EP NAKONG WINDE CONSTRUCTION  D'UN (01)BLOC DE DEUX(02) SALLES DE CLASSE","BEC","19 000 000","DD MINMAP BENOUE / COMMUNE DE BARNDAKE","AONO","27/01/2016","21/03/2016","08/04/2016","27/04/2016","27/07/2016"
"4","0","0","6","30","2016","EP TAWOI :CONSTRUCTION (01) D'UN BLOC DE (02) DEUX SALLES DE CLASSE COMMUNE DE MAYO HOURNA","BEC","19 000 000","DD MINMAP BENOUE / COMMUNE DE BARNDAKE","AONO","27/01/2016","21/03/2016","08/04/2016","27/04/2016","27/07/2016"
"4","0","0","6","32","2016","Entretien routier dans la Commune de Touboro","ROUTE","27 778 000","DD MINMAP MAYO REY / COMMUNE DE TOUBORO","AONO","18/03/2016","25/04/2016","09/05/2016","26/05/2016","26/08/2016"
"4","0","0","6","32","2016","Refection d'une salle de classe à la SAR/SM de touboro","BEC","8 300 000","DD MINMAP MAYO REY / COMMUNE DE TOUBORO","AONO","11/03/2016","18/04/2016","02/05/2016","19/05/2016","20/06/2016"
"4","0","0","6","32","2016","Construction d'un poste de surveillance au parc national de la vallée de MBERE","BEC","35 000 000","DD MINMAP MAYO REY / COMMUNE DE TOUBORO","AONO","04/03/2016","11/04/2016","25/04/2016","12/05/2016","12/08/2016"
"4","0","0","6","32","2016","Achat d'un Pickup 4x4","AG","25 000 000","DD MINMAP MAYO REY / COMMUNE DE TOUBORO","AONO","26/02/2016","04/04/2016","18/04/2016","05/05/2016","05/07/2016"
"4","0","0","6","32","2016","Achat d'une benne","AG","100 000 000","DR MINMAP NO / COMMUNE DE TOUBORO","AONO","19/02/2016","28/03/2016","18/04/2016","05/05/2016","05/08/2016"
"4","0","0","6","32","2016","Contruction d'un forage au quartier mission catholique de touboro lot5","AI","8 000 000","DR MINMAP / COMMUNE DE TOUBORO","AONR","05/02/2016","08/04/2016","27/04/2016","09/05/2016","09/06/2016"
"4","0","0","6","32","2016","Contruction d'un forage dans la localite de MANBERE lot4","AI","8 000 000","DR MINMAP / COMMUNE DE TOUBORO","AONO","05/02/2016","14/03/2016","28/03/2016","14/04/2016","13/05/2016"
"4","0","0","6","32","2016","Contruction d'un forage dans la localite de MAYO-OUARE lot3","AI","8 000 000","DR MINMAP / COMMUNE DE TOUBORO","AONO","05/02/2016","14/03/2016","28/03/2016","14/04/2016","13/05/2016"
"4","0","0","6","32","2016","Contruction d'un forage dans la localite de BARBARA lot2","AI","8 000 000","DR MINMAP / COMMUNE DE TOUBORO","AONO","05/02/2016","14/03/2016","28/03/2016","14/04/2016","13/05/2016"
"4","0","0","6","32","2016","Contruction d'un forage dans la localite de BABIDANG lot1","AI","8 000 000","DR MINMAP / COMMUNE DE TOUBORO","AONO","05/02/2016","14/03/2016","28/03/2016","14/04/2016","13/05/2016"
"4","0","0","6","32","2016","Construction d'un bloc de deux salles de classe à l'E.P MBODO lot 5","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE TOUBORO","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","32","2016","Construction d'un bloc de deux salles de classe à l'E.P LAGGAI lot 4","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE TOUBORO","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","32","2016","Construction d'un bloc de deux salles de classe à l'E.P bilingue de Touboro lot 3","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE TOUBORO","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","32","2016","Construction d'un bloc de deux salles de classe à l'E.P MAYO-ZARIA lot 2","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE TOUBORO","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","32","2016","Construction d'un bloc de deux salles de classe à l'E.P ROL TCHANG lot 1","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE TOUBORO","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","32","2016","Construction d'un bloc de deux salles de classe à l'E.P de NGUIRWIRI","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE TOUBORO","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","32","2016","Entretien routier: Commune de Tcholliré","ROUTE","2 777 800","DD MINMAP MAYO REY / COMMUNE DE TCHOLLIRE","AONO","02/03/2016","25/04/2016","13/05/2016","01/06/2016","01/09/2016"
"4","0","0","6","32","2016","Réhabilitation et extension du réseau électrique pour éclairage public dans la ville de Tcholliré","AI","9 000 000","DD MINMAP MAYO REY / COMMUNE DE TCHOLLIRE","AONO","17/06/2016","25/07/2016","08/08/2016","25/08/2016","25/11/2016"
"4","0","0","6","32","2016","SAR/SM GAMBA: construction d'un atelier de Mécanique automobile","BEC","25 000 000","DD MINMAP MAYO REY / COMMUNE DE TCHOLLIRE","AONO","29/01/2016","07/03/2016","21/03/2016","07/04/2016","07/07/2016"
"4","0","0","6","32","2016","Construction du CZV de HORMBALI","BEC","30 000 000","DD MINMAP MAYO REY / COMMUNE DE TCHOLLIRE","AONO","29/01/2016","07/03/2016","21/03/2016","07/04/2016","07/07/2016"
"4","0","0","6","32","2016","EP MAYO-HALFOU: Construction d'un bloc de deux salles de classe","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE TCHOLLIRE","AONO","29/01/2016","07/03/2016","21/03/2016","07/04/2016","07/07/2016"
"4","0","0","6","32","2016","Réhabilitation d'une salle de classe au Lycée bilingue de Tcholliré","BEC","8 300 000","DD MINMAP MAYO REY / COMMUNE DE TCHOLLIRE","AONO","22/01/2016","29/02/2016","14/03/2016","31/03/2016","30/06/2016"
"4","0","0","6","32","2016","CES de LABOUN: Construction de deux (02) salles de classe","BEC","20 000 000","DD MINMAP MAYO REY / COMMUNE DE TCHOLLIRE","AONO","18/03/2016","25/04/2016","09/05/2016","26/05/2016","26/08/2016"
"4","0","0","6","32","2016","EMP SAKDJE: Construction de (01) salle de classe","BEC","11 000 000","DD MINMAP MAYO REY / COMMUNE DE TCHOLLIRE","AONO","22/01/2016","29/02/2016","14/03/2016","31/03/2016","30/06/2016"
"4","0","0","6","32","2016","Entretien voirie et réseau carrefour Douane-Marché","ROUTE","48 000 000","DD MINMAP MAYO REY / COMMUNE DE REY BOUBA","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"4","0","0","6","32","2016","Achat d'un pick-Up 4x4","AG","30 000 000","DD MINMAP MAYO REY / COMMUNE DE REY BOUBA","DC","01/02/2016","03/03/2016","18/03/2016","04/04/2016","04/05/2016"
"4","0","0","6","32","2016","Construction d'un abattoir à Rey-Bouba, Baikwa et une boutique à Rey-Bouba","BEC","30 000 000","DD MINMAP MAYO REY / COMMUNE DE REY BOUBA","AONO","05/02/2016","30/03/2016","19/04/2016","09/05/2016","09/08/2016"
"4","0","0","6","32","2016","Construction d'une tribune à Rey-Bouba","BEC","49 000 000","DD MINMAP MAYO REY / COMMUNE DE REY BOUBA","AONO","27/01/2016","21/03/2016","08/04/2016","27/04/2016","27/07/2016"
"4","0","0","6","32","2016","Construction d'un bloc de deux salles de classe au CES Bilingue de Rey-Bouba","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE REY BOUBA","AONO","22/01/2016","29/02/2016","14/03/2016","31/03/2016","30/06/2016"
"4","0","0","6","32","2016","Construction d'un bloc de deux salles de classe à EP de MBOUMA(lot2)","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE REY BOUBA","AONO","22/01/2016","29/02/2016","14/03/2016","31/03/2016","30/06/2016"
"4","0","0","6","32","2016","Construction d'un bloc de deux salles de classe à EP de DOBINGA II (lot1)","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE REY BOUBA","AONO","22/01/2016","29/02/2016","14/03/2016","31/03/2016","30/06/2016"
"4","0","0","6","32","2016","BOUKMA: Construction d'un forage équipé de PMH (lot 2)","AI","8 000 000","DR MINMAP / COMMUNE DE REY BOUBA","AONR","25/01/2016","25/03/2016","13/04/2016","25/04/2016","25/07/2016"
"4","0","0","6","32","2016","LANDOU: Construction d'un forage équipé de PMH (lot 1)","AI","8 000 000","DR MINMAP / COMMUNE DE REY BOUBA","AONR","25/01/2016","25/03/2016","13/04/2016","25/04/2016","25/07/2016"
"4","0","0","6","32","2016","Entretien : Commune de Rey-Bouba","ROUTE","27 778 000","DD MINMAP MAYO REY / COMMUNE DE REY BOUBA","AONO","02/03/2016","25/04/2016","13/05/2016","01/06/2016","01/09/2016"
"4","0","0","6","32","2016","PORSUITE ECLAIRAGE PUPLIC DE MADINGRING CENTRE ET  ENVIRONS","AI","17 138 719","DD MINMAP MAYO REY / COMMUNE DE MANDINGRING","DC","24/02/2016","28/03/2016","15/04/2016","04/05/2016","04/07/2016"
"4","0","0","6","32","2016","CONSTRUCTION DE DEUX (02) BLOC DE DEUX (02) BOUTIQUES AU CARREFOUR MARCHE DE NUIT","BEC","17 000 000","DD MINMAP MAYO REY / COMMUNE DE MANDINGRING","AONO","24/02/2016","18/04/2016","06/05/2016","25/05/2016","25/08/2016"
"4","0","0","6","32","2016","ENTRETIEN DE LA VOIRIE EN TERRE DE MADINGRING","ROUTE","40 000 000","DD MINMAP MAYO REY / COMMUNE DE MANDINGRING","AONO","27/01/2016","21/03/2016","08/04/2016","27/04/2016","27/06/2016"
"4","0","0","6","32","2016","COMMUNE DE MADINGRING:ENTRETIENT ROUTIER","ROUTE","27 778 000","DD MINMAP MAYO REY / COMMUNE DE MANDINGRING","AONO","27/01/2016","21/03/2016","08/04/2016","27/04/2016","27/06/2016"
"4","0","0","6","32","2016","EP SOROMBEO CONSTRUCTION DES LOGEMENTS D'ASTREINTE POUR ENSEIGNANT","BEC","14 500 000","DD MINMAP MAYO REY / COMMUNE DE MANDINGRING","AONO","18/01/2016","25/02/2016","11/03/2016","28/03/2016","28/06/2016"
"4","0","0","6","32","2016","EP TELBE CONSTRUCTION D'UN (01) BLOC DE DEUX (02) SALLES DE CLASSE","BEC","21 000 000","DD MINMAP MAYO REY / COMMUNE DE MANDINGRING","AONO","18/01/2016","25/02/2016","11/03/2016","28/03/2016","28/06/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de NKONGSAMBA III","ROUTE","27 778 000","DD MINMAP MOUNGO / Commune de NKONGSAMBA III","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de NKONGSAMBA II","ROUTE","27 778 000","DD MINMAP MOUNGO / COMMUNE DE  NGONSAMBA II","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Réhabilitation ecole maternelle Ekangte Mbeng","BEC","5 004 000","DD MINMAP MOUNGO / COMMUNE DE  NGONSAMBA II","DC","25/01/2016","25/02/2016","11/03/2016","28/03/2016","27/05/2016"
"4","0","0","5","29","2016","Réhabilitation ecole maternelle Groupe I","BEC","5 696 000","DD MINMAP MOUNGO / COMMUNE DE  NGONSAMBA II","DC","25/01/2016","25/02/2016","11/03/2016","28/03/2016","27/05/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de NKONGSAMBA I","ROUTE","27 778 000","DD MINMAP MOUNGO / COMMUNE DE  NKONGSAMBA I","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Travaux de Construction d'un bloc de deux salles de classe à l'école publique maternelle de Moulinkam à Njombé (Fonds Propres)","BEC","18 000 000","DD MINMAP MOUNGO / COMMUNE DE  NJOMBE PENJA","AONO","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Travaux de Construction d'un bloc de deux salles de classe à l'école publique du quartier Shell Penja (Fonds Propre)","BEC","18 000 000","DD MINMAP MOUNGO / COMMUNE DE  NJOMBE PENJA","AONO","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Travaux de construction d'une clôture à l'école publique anglophone de Njombé (Fonds propres)","BEC","17 000 000","DD MINMAP MOUNGO / COMMUNE DE  NJOMBE PENJA","AONO","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Travaux de construction de la salle multimédia de Njombé (Phase II) Fonds Propres","BEC","17 000 000","DD MINMAP MOUNGO / COMMUNE DE  NJOMBE PENJA","AONO","05/02/2016","14/03/2016","28/03/2016","07/04/2016","07/07/2016"
"4","0","0","5","29","2016","Travaux de construction d'un stade multisport à Njombé (Phase II) Fonds Propres","BEC","14 000 000","DD MINMAP MOUNGO / COMMUNE DE  NJOMBE PENJA","AOIO","05/02/2016","07/04/2016","22/04/2016","02/05/2016","02/08/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de NJOMBE PENJA","ROUTE","27 778 000","DD MINMAP MOUNGO / COMMUNE DE  NJOMBE PENJA","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de MOMBO","ROUTE","27 778 000","DD MINMAP MOUNGO / COM MOMBO","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de Melong","ROUTE","27 778 000","DD MINMAP MOUNGO / COMMUNE DE  MELONG","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Réhabilitation DU CSI de Ndokou","BEC","15 000 000","DD MINMAP MOUNGO / COMMUNE DE  MELONG","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","27/05/2016"
"4","0","0","5","29","2016","Réalisation d'une adduction d'eau potable a NINONG","AI","48 900 000","DD MINMAP MOUNGO / COMMUNE DE  MELONG","AONO","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Construction d'un forage équipé de PMH à Ekodkang","AI","8 000 000","DD MINMAP MOUNGO / COMMUNE DE  MELONG","AONR","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Construction d'un forage équipé de PMH à village Mbouroukou quartier Ekangté case ronde","AI","8 000 000","DD MINMAP MOUNGO / COMMUNE DE  MELONG","AONR","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Construction d'un forage équipé de PMH à Melong Rod point","AI","8 000 000","DD MINMAP MOUNGO / COMMUNE DE  MELONG","AONR","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Construction d'un (01) bloc de deux (02) salles de classe à l'EP Bilingue de Mangwekan","BEC","18 000 000","DD MINMAP MOUNGO / COMMUNE DE  MELONG","AONO","25/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de Mbanga","ROUTE","27 778 000","DD MINMAP MOUNGO / COMMUNE DE  MBANGA","AONO","30/01/2015","09/03/2015","23/03/2015","02/04/2015","02/07/2015"
"4","0","0","5","29","2016","Extension du réseau électrique de Badjoungué (financement FEICOM)","AI","36 299 572","DD MINMAP MOUNGO / COMMUNE DE MANJO","AONO","26/02/2016","04/04/2016","18/04/2016","28/04/2016","28/06/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de Manjo","ROUTE","27 778 000","DD MINMAP MOUNGO / COMMUNE DE MANJO","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Entretien  de la Voirie en terre de Manjo","ROUTE","40 000 000","DD MINMAP MOUNGO / COMMUNE DE MANJO","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Construction d'un forage équipé de PMH à Manengoteng","AI","8 000 000","DD MINMAP MOUNGO / COMMUNE DE MANJO","AONR","29/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","Elaboration des plans prévisionnelles locaux de récyclage, d'insertion et de reinsertion professionnelle au niveau communal","SPI","7 000 000","DD MINMAP MOUNGO / COMMUNE DE MANJO","AONR","26/02/2016","04/04/2016","18/04/2016","28/04/2016","28/06/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de loum","ROUTE","27 778 000","COMMUNE DE LOUM","AONO","28/01/2016","07/03/2016","21/03/2016","31/03/2016","30/06/2016"
"4","0","0","5","29","2016","construction du CZV de loum","BEC","30 000 000","COMMUNE DE LOUM","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","5","29","2016","Construction aire d'abattage à loum","BEC","15 000 000","COMMUNE DE LOUM","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","5","29","2016","Construction d'un bloc de deux (02) Salles de classe a l'EP NKOMBI 2","BEC","18 000 000","COMMUNE DE LOUM","AONO","22/01/2016","29/02/2016","14/03/2016","24/03/2016","24/06/2016"
"4","0","0","5","29","2016","Construction d'un forage équipé de PMH à LOUM Paris","AI","8 500 000","COMMUNE DE LOUM","AONR","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"4","0","0","5","29","2016","Construction d'une adduction d'eau potable à Manenegouba","AI","30 000 000","DD MINMAP MOUNGO / COMMUNE  D'EBONE","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Electrification rurale de Manengouba","AI","10 000 000","DD MINMAP MOUNGO / COMMUNE  D'EBONE","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Construction du CSI de NKONGNINE","BEC","50 000 000","DD MINMAP MOUNGO / COMMUNE  D'EBONE","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune d'Eboné","ROUTE","27 778 000","DD MINMAP MOUNGO / COMMUNE  D'EBONE","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"4","0","0","5","29","2016","Construction d'un bloc de deux (02) salles de classe à l'Ecole publique de Manengolé","BEC","18 000 000","DD MINMAP MOUNGO / COMMUNE  D'EBONE","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"4","0","0","5","29","2016","Entretien routier de la Commune de Dibombari","ROUTE","27 778 000","COMMUNE DE DIBOMBARI","AONO","11/01/2016","18/02/2016","04/03/2016","31/03/2016","30/06/2016"
